sale_id,date,customer_id,product_id,quantity
302874-3XFFQ,11/11/2022,416043-M31YIH,246-BCo,5
302875-HN455,12/30/2018,416442-FY3ZB4,10-Sns,4
302876-3TC3O,01/08/2018,416295-QSQCQ3,97-Vrs,1
302877-6L8Q7,07/20/2020,416092-CFL0UK,222-RCo,3
302878-RTBKI,10/30/2018,416236-13C9XQ,002-ACo,4
302879-L4DZO,03/15/2017,416608-TEAVT8,148-SSu,3
302880-3FRCB,10/09/2018,416713-9RYLLW,078-DNo,4
302881-OXLMQ,05/11/2023,416068-MPNSM4,193-ICo,1
302882-5MTQ1,02/24/2018,416146-4FEJGX,89-Srs,1
302883-A2WBN,10/05/2023,417409-Q6DG8N,117-RNo,5
302884-VMQ0G,01/09/2020,416905-UE421V,95-Trs,5
302885-8IS93,01/28/2019,417176-I9MQVA,059-BNo,1
302886-IVM2Z,11/01/2018,417091-64SKBC,197-SCo,1
302887-Y11CL,12/06/2022,416007-7P5TB9,77-Prs,2
302888-R9C0L,07/22/2020,417231-SX27DC,48-Hrs,3
302889-QSXE1,07/08/2018,416984-4FIEEC,077-DNo,2
302890-UHSBF,04/28/2019,416771-WIIF86,13-Pon,3
302891-I11XM,12/24/2023,416355-N3OEUV,007-DCo,2
302892-JBY55,09/28/2018,416910-HXSO7V,158-VCo,1
302893-FBKV9,09/24/2021,416178-HV1XG1,69-Prs,1
302894-Y7JFA,04/08/2020,416537-AYPNTR,001-ACo,5
302895-CRTLG,11/25/2020,416243-BXUX1O,041-SCo,4
302896-HIFL7,12/26/2021,416662-ODCK82,29-Tns,4
302897-GRGL6,06/30/2020,416011-ZFK8UT,08-Hor,1
302898-BVJLA,03/23/2019,416431-UKWQVR,211-WCo,2
302899-DED3H,07/02/2017,416236-13C9XQ,42-Yus,2
302900-IWAPD,12/04/2017,416899-E3YQY5,209-WCo,2
302901-1KIJM,07/21/2023,417001-40KZUJ,239-RCo,3
302902-YQY5H,01/04/2022,417380-0TR58P,14-Pry,4
302903-ZH7N0,01/29/2019,416124-NRIUU9,138-ISu,3
302904-VP92C,12/10/2022,416826-QBSXLU,55-Irs,2
302905-1BKNE,06/27/2021,417281-X1S9XK,082-ENo,1
302906-JU254,03/17/2022,416883-Q7W7JP,22-Brs,2
302907-2XPDL,07/20/2022,416645-ERI4K5,14-Sns,4
302908-XILEI,09/06/2022,416529-NBHNAL,033-QCo,2
302909-EX9ZX,02/27/2021,417292-VCEQFG,78-Qrs,2
302910-LV0FF,05/22/2023,416186-GIPPSF,79-Rrs,4
302911-WNMZV,05/15/2018,416504-Q7ZJ3S,106-Hnt,2
302912-21LXY,08/28/2022,416732-NZ3JBC,35-Cns,2
302913-IGBV6,09/03/2020,416546-0D1B4X,130-BSu,3
302914-1IGQ2,05/27/2018,417313-PN6937,227-MCo,1
302915-D7JIB,02/06/2020,417176-I9MQVA,002-ACo,5
302916-S2FMG,12/20/2018,417217-2D7KI3,76-Prs,3
302917-M4VGS,02/20/2022,416690-JQ5NV8,096-INo,3
302918-ZHJMJ,10/15/2018,417324-H1XDPZ,13-Sor,1
302919-1IDSM,01/02/2019,416794-N16UXF,35-Crs,2
302920-PN179,12/20/2019,416695-WE4BX4,02-Ted,3
302921-RD2GJ,01/19/2021,417286-7IC0LZ,02-Dns,4
302922-IUSLN,04/02/2018,416350-RCJIWV,073-CNo,1
302923-GOQMU,08/12/2022,417291-F0JQQN,210-WCo,4
302924-2VO1D,03/23/2017,417093-JJCSEX,117-RNo,4
302925-MGQRZ,07/23/2020,417091-64SKBC,258-BCo,4
302926-1B8JM,02/20/2018,416362-B9YO18,07-Pon,2
302927-UAKNF,09/01/2023,417379-DC08FC,06-Pon,5
302928-TWKJG,03/03/2018,417338-H03ZB5,163-SCo,3
302929-8KA2K,12/09/2023,416407-OY4DD1,242-ACo,3
302930-EW1LV,04/28/2020,416791-ZHQJY6,001-ACo,4
302931-O5J5N,12/30/2022,416985-Y2C11B,098-LNo,2
302932-0S5YD,07/07/2019,416680-IPNF8F,156-(Co,4
302933-4AKA6,05/05/2017,416371-HVNZH1,82-Rrs,1
302934-PUWVS,12/08/2017,416438-P8IJL2,141-MSu,4
302935-4VS3X,08/30/2017,416748-IXVA1N,107-Pnt,2
302936-IR66A,08/31/2017,416938-R7U8H0,243-SCo,1
302937-RAYQX,03/13/2019,417216-A46AYN,061-BNo,1
302938-RVAUX,10/04/2018,416751-HKOECU,28-Pon,3
302939-AD24E,12/06/2019,416811-MUWAHK,16-Pon,4
302940-NIRSG,02/24/2017,417207-YCS44P,034-QCo,1
302941-ADAV8,10/03/2018,416999-FOVD79,103-Fnt,4
302942-LUG50,07/10/2019,416529-NBHNAL,14-Sns,1
302943-1SDKT,01/05/2020,416069-3D8W3Z,13-Sor,3
302944-RJEUL,04/14/2023,416958-O4QDBX,12-Wus,3
302945-92JHV,10/24/2022,416454-TR6SNG,175-DCo,2
302946-J5ZVX,03/09/2019,416755-DYPMLV,281-RCo,2
302947-6BK54,10/30/2021,416110-LGZUI1,47-Hrs,2
302948-VBMPK,05/04/2019,416887-1HX6ZD,032-QCo,1
302949-IJ5WO,04/18/2019,416264-B8DALF,09-Sns,1
302950-WKNXZ,07/03/2018,416015-VS7HZI,251-PCo,1
302951-PW2D6,04/19/2020,416911-BGR8W2,155-(Co,2
302952-REQCD,04/17/2021,416049-WZS3T6,282-RCo,2
302953-GJKPM,10/21/2020,416559-IQ2Q4Q,110-RNo,1
302954-UGXRC,10/29/2021,416278-DUT076,69-Prs,5
302955-QQ2QQ,01/09/2019,416630-5RRVSF,9-Oct,4
302956-SKDFI,07/19/2023,417392-FERFXI,14-Pon,4
302957-8MDW8,01/24/2020,417006-C112HX,02-Ars,1
302958-IKTO1,12/08/2022,417049-3ZSMV3,024-NCo,5
302959-CYJJO,01/24/2019,416881-WZE4EX,225-ACo,3
302960-1103T,10/31/2019,416844-8CD31N,9-Oct,2
302961-89A95,06/22/2023,416676-YAHULW,102-PNo,4
302962-8NL3Z,11/27/2022,417166-ECQORO,79-Rrs,1
302963-DVDHW,11/01/2018,416460-8UUG95,03-Ars,5
302964-7VBRP,09/18/2020,416261-V20YAR,43-Frs,3
302965-NZ5HV,07/29/2019,417007-RJM4T8,247-PCo,3
302966-R6O3D,10/27/2023,416340-S9BP4M,112-RNo,4
302967-S6WB2,10/26/2023,417351-RYSAUU,089-GNo,3
302968-L6OPR,03/14/2021,416681-3GR94S,70-Prs,4
302969-KVPYN,09/19/2023,417341-OTKZH4,22-Brs,4
302970-KS2VL,04/15/2019,417174-FUKPV8,,2
302971-POO2F,09/26/2021,416172-5BA75U,11-Ted,4
302972-SPN0J,11/08/2023,416202-K1J6FP,18-Pon,4
302973-U270T,01/19/2023,416271-EYN938,05-Cor,2
302974-66IFB,12/30/2019,416960-QYDSHL,088-GNo,4
302975-M0NLB,11/20/2019,416544-DJI9KQ,082-ENo,1
302976-MZQJD,01/11/2018,417326-R6EET0,134-CSu,4
302977-KBSB0,08/11/2023,417365-PZTC09,177-WCo,3
302978-JT795,11/01/2021,416756-AK9W9P,26-Crs,5
302979-QKNDF,05/18/2023,417107-3RZTPL,27-Sns,3
302980-UTH7P,04/26/2023,416966-81DO6O,265-BCo,1
302981-EPVAR,05/21/2019,416680-IPNF8F,16-Bct,3
302982-8070R,08/15/2018,417192-HCUA09,086-GNo,5
302983-Z3AF9,06/07/2022,417386-8PNNE6,182-MCo,1
302984-D51JX,03/03/2019,416377-NGWYX9,222-RCo,2
302985-U3TO3,05/30/2019,416666-YIL8SA,043-SCo,1
302986-NDDVE,06/16/2023,416268-ZXYVGI,111-RNo,5
302987-D2VI5,01/06/2017,416292-CQZCUC,279-RCo,5
302988-BDWA5,05/13/2017,417376-ZIVZG9,010-DCo,2
302989-RULQD,10/18/2019,417105-Z940VT,201-SCo,1
302990-YPZCY,08/28/2020,416215-2QZW3C,258-BCo,1
302991-ROHOX,11/25/2021,416931-Z40AQ1,120-RNo,4
302992-590AR,12/22/2019,417130-KOYTK0,24-Crs,4
302993-3KV83,02/19/2019,416808-MEUSWR,01-Ars,2
302994-ETJLB,09/16/2022,417111-XEKZ83,05-Sry,2
302995-V2MX6,07/03/2019,416865-RGB93W,52-Hrs,2
302996-BWUCS,02/01/2022,417356-186GVG,65-Mrs,1
302997-JT5JS,03/12/2019,417404-VWIEB9,03-Ars,2
302998-V1CYL,01/14/2022,417324-H1XDPZ,096-INo,4
302999-ILLNB,03/17/2020,417301-6SGP3J,085-FNo,1
303000-UDNLW,04/30/2022,416259-90KM3T,30-Pre,4
303001-JBHR6,02/17/2022,416590-UM2LHG,71-Prs,3
303002-3KQJO,01/25/2021,417391-GMDRDS,108-Snt,4
303003-R5FRK,01/19/2021,416117-W790PD,30-Crs,1
303004-12XQO,02/16/2020,417163-GWLACO,267-PCo,5
303005-88VC6,07/31/2018,416221-CV3TLC,65-Mrs,1
303006-GDDX6,09/09/2017,416008-4874FR,02-Lor,1
303007-DYTHW,07/24/2018,416376-KGYSPE,030-QCo,4
303008-44W99,07/16/2018,417185-5URTXU,138-ISu,1
303009-L62LX,01/28/2018,416205-4X2EK3,76-Prs,1
303010-CPGZR,10/13/2017,416157-DD03UV,04-Hor,2
303011-4T5UY,01/29/2017,416875-B7W8P7,59-Lrs,5
303012-8FCWS,06/30/2023,417089-IYFRWS,02-Pon,5
303013-6KAHH,07/04/2019,417207-YCS44P,26-Rns,4
303014-1LMCQ,07/03/2021,416289-E6KWHE,083-ENo,3
303015-4V703,05/18/2017,416396-HJ3MUU,080-DNo,2
303016-2887Q,01/31/2020,416500-P3JPXG,14-Pry,1
303017-4RQLG,03/08/2017,416217-7S9TJ1,69-Prs,4
303018-AAV7A,09/30/2018,417305-3ACZSX,22-Brs,5
303019-C7VM1,12/03/2017,417204-0QI2CL,250-CCo,2
303020-ADD5H,09/18/2019,416720-212PGY,33-Crs,3
303021-ZRXXH,11/07/2020,416185-CD6MZS,14-Pon,5
303022-TQ01S,10/11/2020,416307-30LVYL,257-CCo,1
303023-4AQYJ,11/22/2018,416474-RNTDR5,04-Dry,3
300124-5RGOQ,12/06/2017,416282-R74QGE,40-Tus,3
300125-TQ6GB,06/03/2017,417064-Z0JDCL,35-Cns,4
300126-VC9PZ,12/10/2017,416171-NZS43C,140-ISu,5
300127-TRV5J,05/27/2020,416879-DDQHKG,032-QCo,3
300128-WL3YD,11/07/2017,416282-R74QGE,29-Pre,5
300129-OT9K3,06/09/2017,417388-H0UHK7,05-Cor,4
300130-7SLMG,11/20/2021,416906-MEFOZT,01-Cns,5
300131-K1MVK,06/02/2022,416670-HHIWFD,063-CNo,4
300132-3DOJH,01/15/2019,416508-4XYJOA,99-Wrs,3
300133-LH3J5,12/07/2020,416259-90KM3T,144-SSu,1
300134-NBV58,06/27/2022,417311-AU9DSA,01-Por,5
300135-2YAYV,10/29/2017,417338-H03ZB5,222-RCo,5
300136-DZ7QE,06/11/2023,416831-EQYDBP,035-QCo,5
300137-MZ0FY,10/08/2018,417064-Z0JDCL,140-ISu,3
300138-706Q2,01/29/2018,416104-D96QE3,05-Jns,2
300139-VKF9O,11/24/2019,416554-UU9YMS,296-ICo,2
300140-OM03X,04/09/2019,416951-XFIBLE,044-SCo,4
300141-LHENX,04/23/2022,417058-8EZP7Q,027-NCo,1
300142-Q0WN1,03/21/2020,416125-K9XJUY,11-Ted,4
300143-DC7K2,12/29/2018,416493-52WSPO,17-Brs,3
300144-PL99Q,03/31/2022,417295-B7NUGP,03-Sor,1
300145-XNETB,03/10/2023,416477-T6DVWR,249-ICo,3
300146-HG2LQ,12/30/2017,416055-AM148P,52-Hrs,1
300147-XR2RO,01/18/2017,416945-EMPXKC,03-Gns,5
300148-CV9XF,11/04/2021,417273-KV9DT9,089-GNo,2
300149-DV1UV,01/26/2021,416032-GL58KX,139-ISu,4
300150-4SIWB,04/27/2020,416509-21A6XV,53-Hrs,4
300151-PR5PP,05/28/2020,416277-RH8LX6,55-Irs,1
300152-R786V,12/25/2022,417093-JJCSEX,158-VCo,1
300153-QXO3B,07/15/2019,416790-ZEOQGV,267-PCo,1
300154-BJL65,05/05/2019,417367-PF9PAV,147-SSu,1
300155-A61JV,07/23/2018,416415-C2SWSO,038-SCo,1
300156-7ET9E,06/01/2018,417155-860X5Z,184-ICo,1
300157-JNS7E,02/01/2018,416180-WW5WFC,178-DCo,2
300158-MDQ75,05/19/2020,417079-84FC3X,075-CNo,4
300159-Y4U6A,01/14/2023,416118-W5PY6B,11-Sor,2
300160-Z57CM,06/22/2021,416040-WKTAKP,127-WNo,5
300161-A2NTQ,10/02/2023,417168-T2KODW,177-WCo,1
300162-D8EF7,10/17/2022,417052-FS8314,87-Srs,1
300163-6XUCR,06/30/2018,416743-BMENUI,174-JCo,5
300164-LPOOZ,09/24/2017,416545-DGBK2L,23-Brs,4
300165-RF4VB,05/04/2018,416373-QJ5SXV,121-SNo,4
300166-7QXC3,09/14/2023,416993-GMNHIE,70-Prs,4
300167-SMMS3,05/27/2022,417372-5TV6G8,034-QCo,5
300168-GS77B,07/26/2022,417348-BIRY8X,243-SCo,4
300169-E7IIZ,10/04/2021,416028-75935A,058-BNo,3
300170-D08N5,05/17/2022,417238-LG1ZHQ,075-CNo,4
300171-N48HE,12/27/2019,417176-I9MQVA,008-DCo,4
300172-HWQEE,03/18/2019,417392-FERFXI,096-INo,5
300173-U1JJJ,10/21/2018,416789-3Q0E27,094-HNo,3
300174-TT7R0,10/23/2022,416887-1HX6ZD,28-Crs,4
300175-C8PD0,10/01/2020,416800-FXB4Y4,042-SCo,3
300176-2UGNJ,12/27/2023,416572-N961J8,115-RNo,1
300177-ZHRQH,02/28/2019,416948-KE2GJR,206-WCo,3
300178-0VL3E,11/01/2023,416967-UZ1EGN,030-QCo,1
300179-FBPJU,01/23/2022,416847-UHYLU6,13-Brs,4
300180-FKWCU,04/10/2023,417015-MXIXV6,14-Pry,1
300181-WZFYU,12/11/2019,416334-RP2U4D,211-WCo,4
300182-T95LS,06/13/2023,416764-5A5XIN,148-SSu,2
300183-RIQ5D,09/23/2019,416942-7C6QC6,14-Brs,1
300184-Z5B3S,09/14/2020,416777-7J2DG1,277-RCo,5
300185-F2R7K,10/05/2023,416010-2QP89U,08-Hor,3
300186-EQCZF,03/23/2017,416247-49ENUL,147-SSu,5
300187-X49LC,07/28/2023,417210-WPFQ2B,40-Tus,2
300188-8DIVC,08/03/2020,417202-QLGDVC,279-RCo,1
300189-U5ZX4,06/18/2023,416812-2LSLAY,227-MCo,3
300190-G0TTQ,05/25/2022,417222-5485HC,012-GCo,3
300191-YBU9Z,02/05/2022,416500-P3JPXG,243-SCo,5
300192-071KY,11/18/2021,417372-5TV6G8,10-Cor,5
300193-WNOMI,04/30/2020,417403-Z3ZSG9,34-Crs,3
300194-OZ5DX,11/07/2018,416005-Y9DOM5,242-ACo,3
300195-9PPK1,10/19/2018,416714-B7SJWH,158-VCo,3
300196-0QXN3,02/19/2023,417310-VRYDC1,19-Brs,1
300197-NZ5GP,03/29/2018,417021-TKB9OI,92-Srs,1
300198-YJ5EE,05/17/2021,416477-T6DVWR,013-HCo,3
300199-E49GM,04/24/2020,417322-SE2KYT,18-Gns,5
300200-XR1WJ,05/26/2017,416996-L9PTK4,158-VCo,3
300201-EM4M0,12/29/2017,416242-ZV4U3B,002-ACo,3
300202-J98LY,08/05/2023,417380-0TR58P,279-RCo,4
300203-WN2VC,06/11/2019,417171-K8A7RV,27-Sns,5
300204-TB0E1,12/25/2020,416262-821UZV,22-Lns,3
210390-MZV70,12/23/2022,416905-UE421V,36-Crs,1
210391-1G24F,11/17/2020,417044-N3E54N,20-Brs,2
210392-1CML7,09/03/2018,416510-AJ2K8X,104-Lnt,3
210393-B67KF,10/09/2020,416127-2VMWWY,045-SCo,3
210394-OYS6Q,03/14/2020,416337-7L8V1Z,117-RNo,5
210395-XBTT3,01/11/2018,417183-KZIRNK,009-DCo,1
210396-78OJF,08/18/2017,416512-3ODSX4,087-GNo,4
210397-DOUCP,09/02/2022,416046-A11DPG,274-RCo,2
210398-BN6NL,07/10/2017,417175-LYMJ1Q,55-Irs,4
210399-LJPB9,10/13/2023,416304-P15AHD,08-Cus,2
210400-MEY31,08/25/2020,416397-RMYBD2,42-Yus,4
210401-HOGXJ,12/08/2021,417269-GGODLU,001-ACo,2
210402-X3F2B,09/16/2023,417408-LBBB0H,89-Srs,2
210403-4PAQL,05/09/2021,417111-XEKZ83,29-Pre,5
210404-HKN97,11/01/2023,416648-XJ4PNJ,024-NCo,3
210405-IGGJ8,02/11/2020,416938-R7U8H0,279-RCo,5
210406-REZYQ,02/26/2019,417140-VMK2ZY,285-CCo,5
210407-760ZC,05/22/2018,417099-9MYYOK,16-Fns,4
210408-CKO74,11/05/2017,416049-WZS3T6,07-Mns,2
210409-CZ4CA,01/22/2019,416000-XPSEIM,28-Crs,1
210410-D4M58,02/16/2023,417048-QO4Z53,21-Pre,1
210411-W73KU,11/25/2021,416571-0ENV5S,62-Lrs,4
210412-Y8WCR,04/01/2021,417272-C3XNCH,249-ICo,5
210413-82DPS,10/19/2020,417054-Y32HOG,287-PCo,1
210414-UBFNI,01/09/2019,416679-GEUIDJ,15-Brs,4
210415-MNC30,07/14/2021,416011-ZFK8UT,05-Sry,4
210416-P5R34,11/12/2020,416087-KWV08H,28-Sns,3
210417-4JLT0,01/27/2023,416044-AIR4CO,93-Srs,4
210418-OTT6D,05/07/2017,416335-TBH55R,160-SCo,1
210419-W0WM2,11/30/2021,416984-4FIEEC,26-Rns,5
210420-HRFZI,06/05/2022,416782-1C795R,148-SSu,1
210421-GXLM5,11/23/2021,416503-5BG34I,28-Sns,5
210422-2GLO5,09/11/2018,416133-40982N,174-JCo,2
210423-JCZCU,11/10/2017,416904-P39YL9,29-Pre,2
210424-V4PQF,08/10/2023,417162-GFJDLO,85-Srs,3
210425-6OGC4,12/08/2021,416063-FEYUHZ,21-Pre,5
210426-KZTIZ,12/16/2018,416417-SH3TOW,288-PCo,3
210427-ITKSE,04/21/2018,416922-EYCE4Q,244-SCo,2
210428-L48IL,02/24/2017,416064-1GV0E3,22-Brs,5
210429-V6GUG,04/21/2017,417289-PS0132,291-PCo,1
210430-KH7R0,11/29/2022,416291-TXHI15,258-BCo,5
210431-C5GBR,09/23/2023,417010-REZRDY,285-CCo,3
210432-10NXY,01/23/2020,416726-TNSRTW,105-QNo,2
210433-C7JPQ,06/04/2017,416831-EQYDBP,250-CCo,3
210434-N5QEE,07/19/2022,416548-3GO8JN,119-RNo,3
210435-X3ZJ2,06/13/2023,416413-E4UNY1,36-Lns,4
210436-JNDRA,05/03/2019,416381-B1KJTG,150-(Co,2
210437-9D9O4,12/17/2020,416404-N0DL5E,057-BNo,1
210438-UYKST,09/07/2018,416660-DK36M8,175-DCo,2
210439-2JAI3,03/27/2017,416793-SN2S8N,06-Pon,2
210440-SQPAF,03/14/2020,416587-GSNPUE,10-Rus,2
210441-VF397,03/15/2017,417405-7PWDBO,178-DCo,2
210442-GH1GB,04/27/2019,416438-P8IJL2,87-Srs,3
210443-ZFUUU,10/19/2023,417301-6SGP3J,15-Bns,1
210444-93D2R,01/31/2017,417034-4DV56O,08-Cus,3
210445-YKJ0A,01/01/2018,416156-XNF7C3,74-Prs,4
210446-VEC0E,02/02/2020,416442-FY3ZB4,002-ACo,2
210447-CAOKS,05/20/2017,417397-PT2ZL1,42-Yus,3
210448-MM7K1,10/02/2019,417107-3RZTPL,26-Crs,2
210449-9DCL6,12/14/2019,416655-9WSZV8,044-SCo,5
210450-AND2L,02/27/2021,416984-4FIEEC,202-SCo,5
210451-LGJ7T,06/10/2022,416155-IMQODP,39-Sus,3
210452-DHCCT,03/28/2018,417368-CEDTCX,28-Sns,2
210453-6YJO5,10/15/2019,416712-P0BQ1S,244-SCo,3
210454-XIUML,07/12/2021,417135-DTS1FB,04-Hns,1
210455-IF0G5,08/11/2022,416376-KGYSPE,145-SSu,1
210456-20J9B,07/13/2021,416316-5L8A78,122-SNo,2
210457-N82QJ,08/23/2023,417256-WK6Z0H,094-HNo,1
210458-RLLOD,04/30/2021,416290-F0VOTQ,09-Pon,4
210459-D0H7V,03/04/2021,417402-159I3H,084-ENo,1
210460-SW52Q,08/17/2019,416582-UI22KX,206-WCo,1
210461-3KWOD,06/14/2020,417040-RN8LPY,062-BNo,4
210462-RP2IU,06/18/2022,416378-TRFLQB,200-SCo,4
210463-3T2M4,10/19/2019,417001-40KZUJ,073-CNo,1
210464-4INGT,09/06/2019,416415-C2SWSO,119-RNo,2
210465-XY2GQ,09/27/2017,417119-PQ4DDV,12-Por,1
210466-CRFYX,06/13/2022,417113-K0YEHV,057-BNo,1
210467-JSTOR,07/25/2021,416388-MKTLZK,107-Pnt,1
210468-DUYXR,06/09/2018,417071-L6L91F,36-Crs,3
210469-1TINF,05/22/2019,416944-5SWK8T,87-Srs,4
210470-JSKHP,03/17/2019,416931-Z40AQ1,84-Srs,2
210471-W8UUG,08/01/2020,416586-18KGYG,163-SCo,3
210472-6BBR0,11/07/2019,417168-T2KODW,31-Wns,4
210473-L9A2W,10/14/2022,416328-RATATJ,012-GCo,5
210474-DY1BM,04/25/2018,416938-R7U8H0,208-WCo,4
210475-W5ZRJ,09/20/2018,416012-0CVS4F,036-RCo,2
210476-AN7QK,08/09/2017,417157-GWUBUG,06-Pon,5
210477-XK29U,05/13/2017,417056-XW69HZ,120-RNo,3
210478-LEO7W,10/29/2017,416952-JGUBLM,295-ICo,3
210479-UKJPX,05/22/2020,416055-AM148P,286-PCo,4
210480-ACVR9,11/09/2023,416824-7YE0QZ,47-Hrs,1
210481-PCVOT,11/10/2017,416956-9UFU6P,29-Tns,1
210482-6Y8SU,08/30/2017,417355-RSVZ2E,111-RNo,5
210483-QVYQY,12/16/2017,416899-E3YQY5,072-CNo,1
210484-LJME2,02/14/2018,417016-CKMALQ,05-Sry,4
210485-HQ80O,01/04/2022,417313-PN6937,085-FNo,5
210486-NTJA2,08/18/2019,417369-NMJ5IA,139-ISu,2
210487-8DZDU,05/30/2023,416968-TB34KU,293-ICo,4
210488-ML96U,08/29/2023,417070-7K5W1J,177-WCo,5
210489-9CIV6,09/01/2017,416736-5GGOMF,080-DNo,5
210490-9LHWV,04/23/2021,416263-GWW4FY,144-SSu,1
210491-G3ILD,04/12/2023,416780-N4REGB,208-WCo,2
210492-865Y2,11/07/2017,417115-A5MF36,242-ACo,4
210493-EF49P,10/21/2023,416544-DJI9KQ,195-SCo,2
210494-8C1Z0,06/16/2018,416247-49ENUL,183-MCo,1
210495-WB5MU,12/12/2019,416003-E7UR23,002-ACo,1
210496-LF8VK,03/07/2022,416127-2VMWWY,097-INo,4
210497-NMTTR,02/07/2017,416337-7L8V1Z,081-ENo,2
210498-Q8ONP,09/05/2022,416457-J37C9H,078-DNo,3
210499-TLAEL,03/11/2020,416321-FJ7UPF,120-RNo,3
210500-AVADI,11/21/2023,416898-Q9BC2B,06-Med,1
210501-SUKYU,07/17/2020,417244-DUQ6DD,131-BSu,4
210502-7KUHC,06/18/2018,416079-1GHR09,111-RNo,1
210503-8F45E,02/14/2019,417270-GHT7EH,39-Sus,5
210504-QZ5AV,09/05/2023,417293-AS0R77,200-SCo,5
210505-C6JES,10/01/2023,416533-9M6MG8,180-GCo,2
210506-SNK4Q,03/23/2017,416960-QYDSHL,64-Mrs,1
210507-J6JJX,07/13/2023,416892-RU7MYO,91-Srs,4
210508-X72YP,09/23/2022,416368-E4XYF9,93-Srs,5
210509-2L9JB,05/08/2017,416809-GVZ9AA,078-DNo,4
210510-802KW,07/17/2021,416433-OIM458,11-Sor,1
210511-9JIC0,10/28/2019,416510-AJ2K8X,282-RCo,2
210512-9ITSX,05/17/2017,416916-M21B07,15-Bns,2
210513-5MYUT,02/17/2023,416672-BRWR96,105-Lnt,3
210514-KZJY2,01/30/2020,416980-6W3STT,30-Wns,3
210515-2GCV8,06/16/2023,416934-J8T22C,210-WCo,2
210516-CMOYI,10/01/2021,416351-HDK8LW,210-WCo,1
210517-7OTI8,12/17/2017,417311-AU9DSA,285-CCo,5
210518-9PJS5,05/27/2019,417056-XW69HZ,06-Sor,2
210519-LE2YJ,09/12/2017,416213-A2M0W1,249-ICo,3
210520-VFEQT,07/19/2020,416366-7FLQHR,200-SCo,3
210521-7XFS9,01/03/2022,416741-KKH4A3,25-Pns,1
210522-PL1HV,12/24/2018,416159-5Z8VMU,75-Prs,3
210523-WSZVJ,09/03/2020,417219-CF72GN,042-SCo,4
210524-UT7RN,02/05/2019,416221-CV3TLC,18-Pon,2
210525-DUUD2,12/29/2021,416666-YIL8SA,086-GNo,3
210526-WPPU9,09/08/2019,416521-YMDM0L,111-RNo,2
210527-UPYIN,12/27/2023,416344-FZW0LD,244-SCo,1
210528-SSBA1,07/07/2023,416702-ANOUOF,010-DCo,5
714129-ABP28,02/19/2017,416201-X5TD44,02-Pon,3
714130-QR8UP,11/06/2021,416560-ERXDOU,001-ACo,5
714131-UKFF2,01/28/2022,417289-PS0132,32-Wns,1
714132-4VJ2Q,08/11/2017,416276-AT7O75,265-BCo,2
714133-N5N1X,02/13/2021,417231-SX27DC,82-Rrs,1
714134-J8GXI,04/05/2021,416482-AGKC4L,88-Srs,2
714135-J95T2,03/26/2020,416859-ERYF09,73-Prs,1
714136-QZKCT,03/25/2019,416497-YB6LI0,259-BCo,3
714137-SQZU0,12/22/2020,416230-6RE4Q6,279-RCo,1
714138-Z2QWU,10/05/2020,416977-3YKYYD,243-SCo,1
714139-KM3SR,06/13/2022,417151-EM5PUU,216-WCo,4
714140-J49C3,04/23/2020,416619-CCASBU,134-CSu,2
714141-93WS9,09/04/2017,416917-G2RE6Z,209-WCo,1
714142-9HCR0,12/15/2020,416821-HKE226,26-Rns,5
714143-R8CZQ,11/26/2021,416272-2KKZMP,251-PCo,2
714144-D28XN,12/02/2020,417327-DY571V,279-RCo,4
714145-82J8D,09/24/2023,416471-9G5DZX,28-Sns,5
714146-TJ32U,01/22/2021,416859-ERYF09,270-GCo,4
762347-EUY7K,05/05/2022,416580-J4YK1B,101-NNo,1
762348-37OXA,02/19/2021,417078-5AYYOV,08-Hor,2
762349-TH9A8,10/04/2019,416925-R9V4K0,26-Rns,4
762350-598AK,11/22/2022,417387-IT1EKK,06-Pon,3
762351-SX550,08/25/2018,417259-CZ0N04,112-RNo,4
762352-HT5IP,09/29/2020,416631-FCXHGN,126-WNo,4
762353-J0VL1,04/27/2023,416926-0ILU6V,03-Sor,4
762354-5X3KK,06/15/2018,417352-J02GRX,37-Nns,1
762355-1FWRC,03/10/2022,416261-V20YAR,36-Crs,1
762356-HTY0P,09/02/2019,417414-CTM09H,09-Sns,5
762357-5YQJH,03/12/2020,416877-100VHM,12-Por,1
762358-75RK4,07/25/2022,416653-F8ADF7,85-Srs,2
762359-JJ2P1,09/27/2020,416507-YKNFU8,160-SCo,5
762360-V6YHH,07/10/2022,417124-SDN1MX,02-Ars,3
762361-EV8J8,06/14/2018,416155-IMQODP,91-Srs,5
762362-C11KV,08/14/2022,416139-08P0FO,268-BCo,5
762363-RV28H,04/18/2021,416738-N1P0VU,32-Crs,4
762364-AAGPM,10/15/2017,416758-4EB875,54-Hrs,2
762365-C36N7,11/24/2019,416804-CPTKEZ,073-CNo,2
762366-GH893,01/03/2018,416737-9PML9L,038-SCo,1
762367-I0H9H,01/28/2020,416376-KGYSPE,222-RCo,1
762368-T5CKB,07/17/2023,416431-UKWQVR,95-Trs,3
762369-C2D93,05/14/2018,417051-2EOWLC,45-Grs,5
762370-LM4QO,10/10/2023,416728-E5HRDU,174-JCo,2
762371-ZGCCS,11/22/2020,416042-62GDSW,265-BCo,4
762372-H5B9G,04/26/2023,417231-SX27DC,34-Crs,2
